,level_0,Unnamed: 0,index,Symbol,Name,Market Cap,Sector
3709,3709,3709.0,4271.0,PTC,PTC Inc. Common Stock,16462967955.0,Information Technology
3710,3710,3710.0,4272.0,PTCT,PTC Therapeutics Inc. Common Stock,2987659489.0,Healthcare
3711,3711,3711.0,4273.0,PTEN,Patterson-UTI Energy Inc. Common Stock,2782185304.0,Energy
3712,3712,3712.0,4274.0,PTGX,Protagonist Therapeutics Inc. Common Stock,1344259444.0,Healthcare
3713,3713,3713.0,4278.0,PTIX,Protagenic Therapeutics Inc. Common Stock,8878466.0,Healthcare
3714,3714,3714.0,4280.0,PTLO,Portillo's Inc. Class A Common Stock,1264475841.0,Consumer Discretionary
3715,3715,3715.0,4281.0,PTMN,Portman Ridge Finance Corporation Common Stock,194808442.0,Financials
3716,3716,3716.0,4282.0,PTN,Palatin Technologies Inc. Common Stock,25121199.0,Healthcare
3717,3717,3717.0,4283.0,PTON,Peloton Interactive Inc. Class A Common Stock,2972896860.0,Consumer Discretionary
3718,3718,3718.0,4284.0,PTPI,Petros Pharmaceuticals Inc. Common Stock,3905865.0,Healthcare
3719,3719,3719.0,4285.0,PTRA,Proterra Inc. Common Stock,281356000.0,Consumer Discretionary
3720,3720,3720.0,4286.0,PTRS,Partners Bancorp Common Stock,111330722.0,Financials
3721,3721,3721.0,4287.0,PTSI,P.A.M. Transportation Services Inc. Common Stock,592696443.0,Industrials
3722,3722,3722.0,4288.0,PTVE,Pactiv Evergreen Inc. Common stock,1301444000.0,Consumer Discretionary
3723,3723,3723.0,4291.0,PTY,Pimco Corporate & Income Opportunity Fund,0.0,Financials
3724,3724,3724.0,4292.0,PUBM,PubMatic Inc. Class A Common Stock,912543333.0,Information Technology
3725,3725,3725.0,4293.0,PUCK,Goal Acquisitions Corp. Common Stock,0.0,Financials
3726,3726,3726.0,4295.0,PULM,Pulmatrix Inc. Common Stock,9788124.0,Healthcare
3727,3727,3727.0,4296.0,PUMP,ProPetro Holding Corp. Common Stock,1052062381.0,Energy
3728,3728,3728.0,4297.0,PVBC,Provident Bancorp Inc. (MD) Common Stock,152848909.0,Financials
3729,3729,3729.0,4298.0,PVH,PVH Corp. Common Stock,5455117006.0,Consumer Discretionary
3730,3730,3730.0,4299.0,PVL,Permianville Royalty Trust Trust Units ,85140000.0,Energy
3731,3731,3731.0,4300.0,PW,Power REIT (MD) Common Stock,5220078.0,Real Estate
3732,3732,3732.0,4302.0,PWFL,PowerFleet Inc. Common Stock,103573278.0,Communication Services
3733,3733,3733.0,4303.0,PWOD,Penns Woods Bancorp Inc. Common Stock,172900845.0,Financials
3734,3734,3734.0,4304.0,PWP,Perella Weinberg Partners Class A Common Stock,711650176.0,Financials
3735,3735,3735.0,4305.0,PWR,Quanta Services Inc. Common Stock,29004625932.0,Industrials
3736,3736,3736.0,4306.0,PWSC,PowerSchool Holdings Inc. Class A Common Stock,3932224775.0,Information Technology
3737,3737,3737.0,4309.0,PX,P10 Inc. Class A Common Stock,1287438100.0,Financials
3738,3738,3738.0,4310.0,PXD,Pioneer Natural Resources Company Common Stock,48243014837.0,Energy
3739,3739,3739.0,4311.0,PXLW,Pixelworks Inc.  Common Stock,93609138.0,Information Technology
3740,3740,3740.0,4313.0,PYCR,Paycor HCM Inc. Common Stock,4328640726.0,Information Technology
3741,3741,3741.0,4314.0,PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest,0.0,Financials
3742,3742,3742.0,4315.0,PYPL,PayPal Holdings Inc. Common Stock,77296663703.0,Consumer Discretionary
3743,3743,3743.0,4316.0,PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate,0.0,Financials
3744,3744,3744.0,4317.0,PYXS,Pyxis Oncology Inc. Common Stock,100585105.0,Healthcare
3745,3745,3745.0,4318.0,PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,0.0,Financials
3746,3746,3746.0,4319.0,PZG,Paramount Gold Nevada Corp. Common Stock,15276255.0,Materials
3747,3747,3747.0,4320.0,PZZA,Papa John's International Inc. Common Stock,2537049224.0,Consumer Discretionary
3748,3748,3748.0,4321.0,QCOM,QUALCOMM Incorporated Common Stock,130471680000.0,Information Technology
3749,3749,3749.0,4322.0,QCRH,QCR Holdings Inc. Common Stock,708679284.0,Financials
3750,3750,3750.0,4323.0,QDEL,QuidelOrtho Corporation Common Stock,5667176879.0,Healthcare
3751,3751,3751.0,4324.0,QDRO,Quadro Acquisition One Corp. Class A Ordinary Shares,0.0,Financials
3752,3752,3752.0,4326.0,QIPT,Quipt Home Medical Corp. Common Shares,208544425.0,Healthcare
3753,3753,3753.0,4327.0,QLGN,Qualigen Therapeutics Inc. Common Stock,4623509.0,Healthcare
3754,3754,3754.0,4328.0,QLYS,Qualys Inc. Common Stock,4766936972.0,Information Technology
3755,3755,3755.0,4329.0,QMCO,Quantum Corporation Common Stock,100257167.0,Information Technology
3756,3756,3756.0,4330.0,QNCX,Quince Therapeutics Inc. Common Stock,56218340.0,Healthcare
3757,3757,3757.0,4331.0,QNST,QuinStreet Inc. Common Stock,482730080.0,Consumer Discretionary
3758,3758,3758.0,4334.0,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest,0.0,Industrials
3759,3759,3759.0,4335.0,QRHC,Quest Resource Holding Corporation Common Stock,139252654.0,Utilities
3760,3760,3760.0,4336.0,QRTEA,Qurate Retail Inc. Series A Common Stock ,419725152.0,Consumer Discretionary
3761,3761,3761.0,4337.0,QRTEB,Qurate Retail Inc. Series B Common Stock ,3031348320.0,Consumer Discretionary
3762,3762,3762.0,4338.0,QRTEP,Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock,14569907717.0,Consumer Discretionary
3763,3763,3763.0,4339.0,QRVO,Qorvo Inc. Common Stock,10372495566.0,Information Technology
3764,3764,3764.0,4340.0,QS,QuantumScape Corporation Class A Common Stock,4228099260.0,Consumer Discretionary
3765,3765,3765.0,4341.0,QSI,Quantum-Si Incorporated Class A Common Stock,305633174.0,Healthcare
3766,3766,3766.0,4343.0,QTRX,Quanterix Corporation Common Stock,917635975.0,Industrials
3767,3767,3767.0,4344.0,QTWO,Q2 Holdings Inc. Common Stock,1822185705.0,Information Technology
3768,3768,3768.0,4345.0,QUAD,Quad Graphics Inc Class A Common Stock,225598274.0,Consumer Discretionary
3769,3769,3769.0,4346.0,QUBT,Quantum Computing Inc. Common Stock,75659897.0,Information Technology
3770,3770,3770.0,4347.0,QUIK,QuickLogic Corporation Common Stock,122247315.0,Information Technology
3771,3771,3771.0,4348.0,QUOT,Quotient Technology Inc. Common Stock,372622196.0,Consumer Discretionary
3772,3772,3772.0,4349.0,QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068,11.0,Consumer Discretionary
3773,3773,3773.0,4350.0,QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067,0.0,Consumer Discretionary
3774,3774,3774.0,4351.0,R,Ryder System Inc. Common Stock,3939751824.0,Consumer Discretionary
3775,3775,3775.0,4352.0,RAD,Rite Aid Corporation Common Stock,89719512.0,Consumer Staples
3776,3776,3776.0,4353.0,RADI,Radius Global Infrastructure Inc. Class A Common Stock,1483000915.0,Consumer Discretionary
3777,3777,3777.0,4354.0,RAIL,FreightCar America Inc. Common Stock,53284402.0,Industrials
3778,3778,3778.0,4355.0,RAIN,Rain Oncology Inc. Common Stock,42544918.0,Healthcare
3779,3779,3779.0,4356.0,RAMP,LiveRamp Holdings Inc. Common Stock,1818101956.0,Information Technology
3780,3780,3780.0,4357.0,RAND,Rand Capital Corporation Common Stock,33579083.0,Financials
3781,3781,3781.0,4358.0,RANI,Rani Therapeutics Holdings Inc. Class A Common Stock,218757646.0,Healthcare
3782,3782,3782.0,4359.0,RAPT,RAPT Therapeutics Inc. Common Stock,724680217.0,Healthcare
3783,3783,3783.0,4360.0,RARE,Ultragenyx Pharmaceutical Inc. Common Stock,3126458497.0,Healthcare
3784,3784,3784.0,4361.0,RAVE,Rave Restaurant Group Inc. Common Stock,33785110.0,Consumer Discretionary
3785,3785,3785.0,4362.0,RBB,RBB Bancorp Common Stock,230004055.0,Financials
3786,3786,3786.0,4363.0,RBBN,Ribbon Communications Inc. Common Stock,472840854.0,Information Technology
3787,3787,3787.0,4364.0,RBC,RBC Bearings Incorporated Common Stock,6329810600.0,Industrials
3788,3788,3788.0,4365.0,RBCAA,Republic Bancorp Inc. Class A Common Stock,845998708.0,Financials
3789,3789,3789.0,4366.0,RBCP,RBC Bearings Incorporated 5.00% Series A Mandatory Convertible Preferred Stock,3079281028.0,Industrials
3790,3790,3790.0,4367.0,RBKB,Rhinebeck Bancorp Inc. Common Stock,75491505.0,Financials
3791,3791,3791.0,4368.0,RBLX,Roblox Corporation Class A Common Stock,25422644743.0,Information Technology
3792,3792,3792.0,4369.0,RC,Ready Capital Corproation Common Stock,1251425935.0,Real Estate
3793,3793,3793.0,4371.0,RC-PE,Ready Capital Corporation 6.50% Series E Cumulative Redeemable Preferred Stock,5918205737.28169,Real Estate
3794,3794,3794.0,4374.0,RCAT,Red Cat Holdings Inc. Common Stock,63165941.0,Industrials
3795,3795,3795.0,4375.0,RCB,Ready Capital Corporation 6.20% Senior Notes due 2026,2610828887.0,Real Estate
3796,3796,3796.0,4376.0,RCC,Ready Capital Corporation 5.75% Senior Notes due 2026,2618027355.0,Real Estate
3797,3797,3797.0,4377.0,RCEL,Avita Medical Inc. Common Stock,401480500.0,Healthcare
3798,3798,3798.0,4378.0,RCG,RENN Fund Inc Common Stock,0.0,Financials
3799,3799,3799.0,4379.0,RCKT,Rocket Pharmaceuticals Inc. Common Stock,1552835663.0,Healthcare
3800,3800,3800.0,4381.0,RCKY,Rocky Brands Inc. Common Stock,154508801.0,Consumer Discretionary
3801,3801,3801.0,4382.0,RCL,Royal Caribbean Cruises Ltd. Common Stock,26392023828.0,Consumer Discretionary
3802,3802,3802.0,4383.0,RCLF,Rosecliff Acquisition Corp I Class A Common Stock,0.0,Healthcare
3803,3803,3803.0,4384.0,RCLFU,Rosecliff Acquisition Corp I Unit,0.0,Healthcare
3804,3804,3804.0,4386.0,RCM,R1 RCM Inc. Common Stock,4947979310.0,Consumer Discretionary
3805,3805,3805.0,4387.0,RCMT,RCM Technologies Inc. Common Stock,159515414.0,Consumer Discretionary
3806,3806,3806.0,4388.0,RCRT,Recruiter.com Group Inc. Common Stock,4030602.0,Information Technology
3807,3807,3807.0,4389.0,RCS,PIMCO Strategic Income Fund Inc.,0.0,Financials
3808,3808,3808.0,4390.0,RCUS,Arcus Biosciences Inc. Common Stock,1599550090.0,Healthcare
3809,3809,3809.0,4391.0,RDFN,Redfin Corporation Common Stock,1389496982.0,Financials
3810,3810,3810.0,4392.0,RDI,Reading International Inc Class A Common Stock,62280426.0,Consumer Discretionary
3811,3811,3811.0,4393.0,RDIB,Reading International Inc Class B Common Stock,505829459.0,Consumer Discretionary
3812,3812,3812.0,4394.0,RDN,Radian Group Inc. Common Stock,3963554026.0,Financials
3813,3813,3813.0,4395.0,RDNT,RadNet Inc. Common Stock,1850148204.0,Healthcare
3814,3814,3814.0,4396.0,RDVT,Red Violet Inc. Common Stock ,301725438.0,Information Technology
3815,3815,3815.0,4397.0,RDW,Redwire Corporation Common Stock,172914897.0,Industrials
3816,3816,3816.0,4398.0,REAL,The RealReal Inc. Common Stock,221385170.0,Consumer Discretionary
3817,3817,3817.0,4400.0,REFI,Chicago Atlantic Real Estate Finance Inc. Common Stock,277661284.0,Real Estate
3818,3818,3818.0,4401.0,REFR,Research Frontiers Incorporated Common Stock,53614859.0,Information Technology
3819,3819,3819.0,4402.0,REG,Regency Centers Corporation Common Stock,10491269415.0,Real Estate
3820,3820,3820.0,4403.0,REGN,Regeneron Pharmaceuticals Inc. Common Stock,77165804253.0,Healthcare
3821,3821,3821.0,4404.0,REI,Ring Energy Inc. Common Stock,359063449.0,Energy
3822,3822,3822.0,4405.0,REKR,Rekor Systems Inc. Common Stock,160699981.0,Communication Services
3823,3823,3823.0,4406.0,RELI,Reliance Global Group Inc. Common Stock,7812720.0,Financials
3824,3824,3824.0,4408.0,RELL,Richardson Electronics Ltd. Common Stock,218986188.0,Information Technology
3825,3825,3825.0,4409.0,RELY,Remitly Global Inc. Common Stock,3293826568.0,Information Technology
3826,3826,3826.0,4412.0,RENEW,Cartesian Growth Corporation II Warrant,0.0,Financials
3827,3827,3827.0,4413.0,RENT,Rent the Runway Inc. Class A Common Stock,125891633.0,Consumer Discretionary
3828,3828,3828.0,4414.0,REPL,Replimune Group Inc. Common Stock,1224273292.0,Healthcare
3829,3829,3829.0,4415.0,REPX,Riley Exploration Permian Inc. Common Stock,728577601.0,Energy
3830,3830,3830.0,4416.0,RES,RPC Inc. Common Stock,1666046798.0,Energy
3831,3831,3831.0,4417.0,RETA,Reata Pharmaceuticals Inc. Class A Common Stock,4027392155.0,Healthcare
3832,3832,3832.0,4418.0,REVB,Revelation Biosciences Inc. Common Stock,5057454.0,Healthcare
3833,3833,3833.0,4420.0,REVG,REV Group Inc. Common Stock,769951250.0,Consumer Discretionary
3834,3834,3834.0,4421.0,REX,REX American Resources Corporation,612998170.0,Industrials
3835,3835,3835.0,4422.0,REXR,Rexford Industrial Realty Inc. Common Stock,10421544664.0,Real Estate
3836,3836,3836.0,4423.0,REXR-PB,Rexford Industrial Realty Inc. 5.875% Series B Cumulative Redeemable Preferred Stock,3803593472.0,Real Estate
3837,3837,3837.0,4424.0,REXR-PC,Rexford Industrial Realty Inc. 5.625% Series C Cumulative Redeemable Preferred Stock par value $0.01 per share,5918205737.281691,Real Estate
3838,3838,3838.0,4425.0,REYN,Reynolds Consumer Products Inc. Common Stock,5867650510.0,Consumer Discretionary
3839,3839,3839.0,4426.0,REZI,Resideo Technologies Inc. Common Stock ,2545074795.0,Industrials
3840,3840,3840.0,4427.0,RF,Regions Financial Corporation Common Stock,17321228333.0,Financials
3841,3841,3841.0,4428.0,RF-PB,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B,12340724736.0,Financials
3842,3842,3842.0,4429.0,RF-PC,Regions Financial Corporation Depositary Shares each Representing a 1/40th Interest in a  Share of 5.700% Fixed-to-Floating Rate Non-Cumulative  Perpetual Preferred Stock Series C,12044978176.0,Financials
3843,3843,3843.0,4430.0,RF-PE,Regions Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.45% Non-Cumulative Perpetual Preferred Stock Series E,7836140598.904445,Financials
3844,3844,3844.0,4431.0,RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock,303793524.0,Financials
3845,3845,3845.0,4432.0,RFIL,RF Industries Ltd. Common Stock,41370089.0,Information Technology
3846,3846,3846.0,4433.0,RFL,Rafael Holdings Inc. Class B Common Stock,50079857.0,Financials
3847,3847,3847.0,4434.0,RGA,Reinsurance Group of America Incorporated Common Stock,9473608601.0,Financials
3848,3848,3848.0,4435.0,RGCO,RGC Resources Inc. Common Stock,187610138.0,Utilities
3849,3849,3849.0,4436.0,RGEN,Repligen Corporation Common Stock,7985620437.0,Healthcare
3850,3850,3850.0,4437.0,RGF,The Real Good Food Company Inc. Class A Common Stock,117947282.0,Consumer Staples
3851,3851,3851.0,4438.0,RGLD,Royal Gold Inc. Common Stock,7731654891.0,Industrials
3852,3852,3852.0,4439.0,RGLS,Regulus Therapeutics Inc. Common Stock,28239140.0,Healthcare
3853,3853,3853.0,4440.0,RGNX,REGENXBIO Inc. Common Stock,858022512.0,Healthcare
3854,3854,3854.0,4441.0,RGP,Resources Connection Inc. Common Stock,537387617.0,Consumer Discretionary
3855,3855,3855.0,4442.0,RGR,Sturm Ruger & Company Inc. Common Stock,931445061.0,Industrials
3856,3856,3856.0,4443.0,RGS,Regis Corporation Common Stock,54222648.0,Consumer Discretionary
3857,3857,3857.0,4444.0,RGTI,Rigetti Computing Inc. Common Stock,0.0,Information Technology
3858,3858,3858.0,4446.0,RH,RH Common Stock,7657850792.0,Consumer Discretionary
3859,3859,3859.0,4447.0,RHI,Robert Half International Inc. Common Stock,8517574083.0,Consumer Discretionary
3860,3860,3860.0,4448.0,RHP,Ryman Hospitality Properties Inc. (REIT),5349132092.0,Real Estate
3861,3861,3861.0,4449.0,RIBT,RiceBran Technologies Common Stock,6712056.0,Consumer Staples
3862,3862,3862.0,4450.0,RICK,RCI Hospitality Holdings Inc. Common Stock,729616508.0,Consumer Discretionary
3863,3863,3863.0,4451.0,RIGL,Rigel Pharmaceuticals Inc. Common Stock,229240183.0,Healthcare
3864,3864,3864.0,4452.0,RILY,B. Riley Financial Inc. Common Stock,1305774867.0,Financials
3865,3865,3865.0,4453.0,RILYG,B. Riley Financial Inc. 5.00% Senior Notes due 2026,11636171132.0,Financials
3866,3866,3866.0,4454.0,RILYK,B. Riley Financial Inc. 5.50% Senior Notes Due 2026,600695914.0,Financials
3867,3867,3867.0,4455.0,RILYL,B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001,14057648750.0,Financials
3868,3868,3868.0,4456.0,RILYM,B. Riley Financial Inc. 6.375% Senior Notes due 2025,661609575.0,Financials
3869,3869,3869.0,4457.0,RILYN,B. Riley Financial Inc. 6.50% Senior Notes Due 2026,601821340.0,Financials
3870,3870,3870.0,4458.0,RILYO,B. Riley Financial Inc. 6.75% Senior Notes due 2024,696919803.0,Financials
3871,3871,3871.0,4459.0,RILYP,B. Riley Financial Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock,12105578816.0,Financials
3872,3872,3872.0,4460.0,RILYT,B. Riley Financial Inc. 6.00% Senior Notes Due 2028,566933146.0,Financials
3873,3873,3873.0,4461.0,RILYZ,B. Riley Financial Inc. 5.25% Senior Notes due 2028,506441520.0,Financials
3874,3874,3874.0,4462.0,RIOT,Riot Platforms Inc. Common Stock ,2951815080.0,Information Technology
3875,3875,3875.0,4463.0,RITM,Rithm Capital Corp. Common Stock,4496895225.0,Real Estate
3876,3876,3876.0,4464.0,RITM-PA,Rithm Capital Corp. 7.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,5918205737.281691,Real Estate
3877,3877,3877.0,4465.0,RITM-PB,Rithm Capital Corp. 7.125% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,5918205737.281691,Real Estate
3878,3878,3878.0,4466.0,RITM-PC,Rithm Capital Corp. 6.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,5918205737.281691,Real Estate
3879,3879,3879.0,4467.0,RITM-PD,Rithm Capital Corp. 7.00% Fixed-Rate Reset Series D Cumulative Redeemable Preferred Stock,5918205737.281691,Real Estate
3880,3880,3880.0,4468.0,RIVN,Rivian Automotive Inc. Class A Common Stock,23962436105.0,Consumer Discretionary
3881,3881,3881.0,4469.0,RJF,Raymond James Financial Inc. Common Stock,22036593069.0,Financials
3882,3882,3882.0,4471.0,RKDA,Arcadia Biosciences Inc. Common Stock,3991705.0,Industrials
3883,3883,3883.0,4472.0,RKLB,Rocket Lab USA Inc. Common Stock,2857608904.0,Industrials
3884,3884,3884.0,4473.0,RKT,Rocket Companies Inc. Class A Common Stock,18434999483.0,Financials
3885,3885,3885.0,4474.0,RL,Ralph Lauren Corporation Common Stock,8420859374.0,Consumer Discretionary
3886,3886,3886.0,4475.0,RLAY,Relay Therapeutics Inc. Common Stock,1494625994.0,Healthcare
3887,3887,3887.0,4476.0,RLGT,Radiant Logistics Inc. Common Stock,324970253.0,Consumer Discretionary
3888,3888,3888.0,4477.0,RLI,RLI Corp. Common Stock (DE),6171750214.0,Financials
3889,3889,3889.0,4478.0,RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,1693359118.0,Real Estate
3890,3890,3890.0,4479.0,RLJ-PA,RLJ Lodging Trust $1.95 Series A Cumulative Convertible  Preferred Shares,2753167616.0,Real Estate
3891,3891,3891.0,4480.0,RLMD,Relmada Therapeutics Inc. Common Stock,80063880.0,Healthcare
3892,3892,3892.0,4481.0,RLYB,Rallybio Corporation Common Stock,200061395.0,Healthcare
3893,3893,3893.0,4482.0,RM,Regional Management Corp. Common Stock,304058672.0,Financials
3894,3894,3894.0,4483.0,RMBI,Richmond Mutual Bancorporation Inc. Common Stock,125493313.0,Financials
3895,3895,3895.0,4484.0,RMBL,RumbleOn Inc. Class B Common Stock,176228305.0,Information Technology
3896,3896,3896.0,4485.0,RMBS,Rambus Inc. Common Stock,6700509219.0,Information Technology
3897,3897,3897.0,4486.0,RMCF,Rocky Mountain Chocolate Factory Inc. Common Stock,33836378.0,Consumer Staples
3898,3898,3898.0,4487.0,RMD,ResMed Inc. Common Stock,31826650263.0,Healthcare
3899,3899,3899.0,4488.0,RMGC,RMG Acquisition Corp. III Class A Ordinary Shares,0.0,Financials
3900,3900,3900.0,4490.0,RMNI,Rimini Street Inc. (DE) Common Stock,439235160.0,Information Technology
3901,3901,3901.0,4491.0,RMR,The RMR Group Inc. Class A Common Stock,750331779.0,Financials
3902,3902,3902.0,4492.0,RMT,Royce Micro-Cap Trust Inc. Common Stock,406242759.0,Financials
3903,3903,3903.0,4493.0,RMTI,Rockwell Medical Inc. Common Stock,85073336.0,Healthcare
3904,3904,3904.0,4494.0,RNA,Avidity Biosciences Inc. Common Stock,796715663.0,Healthcare
3905,3905,3905.0,4495.0,RNAZ,TransCode Therapeutics Inc. Common Stock,4237065.0,Healthcare
3906,3906,3906.0,4496.0,RNG,RingCentral Inc. Class A Common Stock,3259053465.0,Information Technology
3907,3907,3907.0,4497.0,RNGR,Ranger Energy Services Inc. Class A Common Stock,245801013.0,Energy
3908,3908,3908.0,4498.0,RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,917160602.0,Financials
3909,3909,3909.0,4499.0,RNST,Renasant Corporation Common Stock,1504411605.0,Financials
3910,3910,3910.0,4500.0,RNXT,RenovoRx Inc. Common Stock,20364914.0,Healthcare
3911,3911,3911.0,4501.0,ROAD,Construction Partners Inc. Class A Common Stock,1533947318.0,Industrials
3912,3912,3912.0,4502.0,ROCK,Gibraltar Industries Inc. Common Stock,1836512560.0,Industrials
3913,3913,3913.0,4504.0,ROG,Rogers Corporation Common Stock,3031343709.0,Industrials
3914,3914,3914.0,4505.0,ROIC,Retail Opportunity Investments Corp. Common Stock (MD),1712678214.0,Real Estate
3915,3915,3915.0,4506.0,ROK,Rockwell Automation Inc. Common Stock,38569390369.0,Industrials
3916,3916,3916.0,4507.0,ROKU,Roku Inc. Class A Common Stock,9555087452.0,Communication Services
3917,3917,3917.0,4508.0,ROL,Rollins Inc. Common Stock,21327821576.0,Financials
3918,3918,3918.0,4509.0,ROOT,Root Inc. Class A Common Stock,152867000.0,Financials
3919,3919,3919.0,4510.0,ROP,Roper Technologies Inc. Common Stock,50700596102.0,Industrials
3920,3920,3920.0,4511.0,ROSE,Rose Hill Acquisition Corporation Class A Ordinary Shares,59281058.0,Financials
3921,3921,3921.0,4513.0,ROST,Ross Stores Inc. Common Stock,38031141953.0,Consumer Discretionary
3922,3922,3922.0,4514.0,ROVR,Rover Group Inc. Class A Common Stock,910047842.0,Consumer Discretionary
3923,3923,3923.0,4515.0,RPAY,Repay Holdings Corporation Class A Common Stock,713215079.0,Information Technology
3924,3924,3924.0,4516.0,RPD,Rapid7 Inc. Common Stock,2566169209.0,Information Technology
3925,3925,3925.0,4517.0,RPHM,Reneo Pharmaceuticals Inc. Common Stock,246355500.0,Healthcare
3926,3926,3926.0,4518.0,RPID,Rapid Micro Biosystems Inc. Class A Common Stock,41263871.0,Healthcare
3927,3927,3927.0,4519.0,RPM,RPM International Inc. Common Stock,11513097675.0,Consumer Discretionary
3928,3928,3928.0,4520.0,RPRX,Royalty Pharma plc Class A Ordinary Shares ,18244485150.0,Healthcare
3929,3929,3929.0,4521.0,RPT,RPT Realty Common Stock,904999752.0,Real Estate
3930,3930,3930.0,4522.0,RPT-PD,RPT Realty 7.25% ,0.0,Real Estate
3931,3931,3931.0,4523.0,RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,1576686790.0,Financials
3932,3932,3932.0,4524.0,RRBI,Red River Bancshares Inc. Common Stock,354388505.0,Consumer Discretionary
3933,3933,3933.0,4525.0,RRC,Range Resources Corporation Common Stock,6997303425.0,Energy
3934,3934,3934.0,4526.0,RRGB,Red Robin Gourmet Burgers Inc. Common Stock,237301120.0,Consumer Discretionary
3935,3935,3935.0,4527.0,RRR,Red Rock Resorts Inc. Class A Common Stock,5041627512.0,Consumer Discretionary
3936,3936,3936.0,4528.0,RRX,Regal Rexnord Corporation Common Stock,9973611402.0,Consumer Discretionary
3937,3937,3937.0,4529.0,RS,Reliance Steel & Aluminum Co. Common Stock (DE),16426228795.0,Industrials
3938,3938,3938.0,4530.0,RSG,Republic Services Inc. Common Stock,47723839717.0,Utilities
3939,3939,3939.0,4531.0,RSI,Rush Street Interactive Inc. Class A Common Stock,760480659.0,Consumer Discretionary
3940,3940,3940.0,4532.0,RSLS,ReShape Lifesciences Inc. Common Stock,4325196.0,Healthcare
3941,3941,3941.0,4533.0,RSSS,Research Solutions Inc Common Stock,60771574.0,Consumer Discretionary
3942,3942,3942.0,4534.0,RSVR,Reservoir Media Inc. Common Stock,375289243.0,Consumer Discretionary
3943,3943,3943.0,4535.0,RSVRW,Reservoir Media Inc. Warrant,91644149.0,Consumer Discretionary
3944,3944,3944.0,4536.0,RTL,The Necessity Retail REIT Inc. Class A Common Stock,958124575.0,Real Estate
3945,3945,3945.0,4537.0,RTLPO,The Necessity Retail REIT Inc. 7.375% Series C Cumulative Redeemable Preferred Stock,2722737764.0,Real Estate
3946,3946,3946.0,4538.0,RTLPP,The Necessity Retail REIT Inc. 7.50% Series A Cumulative Redeemable Perpetual Preferred Stock,2710741078.0,Real Estate
3947,3947,3947.0,4539.0,RTX,Raytheon Technologies Corporation Common Stock,142432123720.0,Industrials
3948,3948,3948.0,4540.0,RUM,Rumble Inc. Class A Common Stock,3267905911.0,Information Technology
3949,3949,3949.0,4542.0,RUN,Sunrun Inc. Common Stock,3837890592.0,Information Technology
3950,3950,3950.0,4543.0,RUSHA,Rush Enterprises Inc. Common Stock Cl A,3234804595.0,Consumer Discretionary
3951,3951,3951.0,4544.0,RUSHB,Rush Enterprises Inc. Class B,3622394676.0,Consumer Discretionary
3952,3952,3952.0,4545.0,RVLP,RVL Pharmaceuticals plc Ordinary Shares,49674907.0,Healthcare
3953,3953,3953.0,4546.0,RVLV,Revolve Group Inc. Class A Common Stock,1295506435.0,Consumer Discretionary
3954,3954,3954.0,4547.0,RVMD,Revolution Medicines Inc. Common Stock,2892783533.0,Healthcare
3955,3955,3955.0,4548.0,RVNC,Revance Therapeutics Inc. Common Stock,2080839116.0,Healthcare
3956,3956,3956.0,4549.0,RVP,Retractable Technologies Inc. Common Stock,33529618.0,Healthcare
3957,3957,3957.0,4550.0,RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock ,99046954.0,Healthcare
3958,3958,3958.0,4552.0,RVSB,Riverview Bancorp Inc Common Stock,109631309.0,Financials
3959,3959,3959.0,4553.0,RVT,Royce Value Trust Inc. Common Stock,1487643533.0,Financials
3960,3960,3960.0,4554.0,RVTY,Revvity Inc. Common Stock,14674088414.0,Industrials
3961,3961,3961.0,4555.0,RVYL,Ryvyl Inc. Common Stock,59558832.0,Consumer Discretionary
3962,3962,3962.0,4556.0,RWAY,Runway Growth Finance Corp. Common Stock,498264009.0,Financials
3963,3963,3963.0,4560.0,RWT,Redwood Trust Inc. Common Stock,722942034.0,Real Estate
3964,3964,3964.0,4563.0,RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,1386911130.0,Healthcare
